question_id,student_id,diagnostic_group,baseline_error_direction,teacher_score,baseline_score,trial_score,max_score,safety_tolerance,baseline_abs_error,trial_abs_error,trial_route,trial_membership,U_E,U_S,U_R,U_R_consensus,U_R_evidence,U_R_undercredit,result_correctness_signal,result_strong_signal,method_evidence_signal,lenient_undercredit_signal,stable_undercredit_review,result_anchored_undercredit_review,unsupported_match_points_ratio,effective_unsupported_match_points_ratio,unsupported_high_score_risk,bare_answer_risk,core_support_signal,core_contradiction_ratio,evidence_supported_answer,boundary_action,boundary_gate_reason,sequential_outcome,requires_human_review
CO_11,ANS_CO_1290,safe_pos,safe,0.0,0.0,0.0,15.0,1.5,0.0,0.0,POS,0.555222,0.8,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_12,ANS_CO_1324,safe_pos,safe,0.0,0.0,0.0,25.0,2.5,0.0,0.0,POS,0.585178,0.52,0.0,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_2,ANS_CO_536,safe_pos,safe,20.0,20.0,20.0,20.0,2.0,0.0,0.0,POS,0.627239,0.0,0.0,0.166667,0.166667,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_3,ANS_CO_160,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_4,ANS_CO_710,safe_pos,safe,20.0,20.0,20.0,20.0,2.0,0.0,0.0,POS,0.624863,0.0,0.0,0.2,0.0,0.2,0.0,1.0,1.0,1.0,0.0,False,False,0.2,0.2,0.2,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_5,ANS_CO_292,safe_pos,safe,15.0,15.0,15.0,15.0,1.5,0.0,0.0,POS,0.635116,0.0,0.0,0.055556,0.055556,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_5,ANS_CO_334,safe_pos,safe,0.0,0.0,0.0,15.0,1.5,0.0,0.0,POS,0.533563,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_5,ANS_CO_344,safe_pos,safe,15.0,15.0,15.0,15.0,1.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_5,ANS_CO_361,safe_pos,safe,15.0,15.0,15.0,15.0,1.5,0.0,0.0,POS,0.627237,0.0,0.0,0.1667,0.055556,0.1667,0.0,1.0,1.0,1.0,0.0,False,False,0.1667,0.1667,0.1667,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_6,ANS_CO_408,safe_pos,safe,0.0,0.0,0.0,20.0,2.0,0.0,0.0,POS,0.533563,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_7,ANS_CO_457,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_7,ANS_CO_494,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_8,ANS_CO_770,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.627239,0.0,0.0,0.166667,0.166667,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_8,ANS_CO_809,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_8,ANS_CO_855,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_8,ANS_CO_877,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CPL_2,ANS_CPL_111,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CPL_2,ANS_CPL_113,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CPL_2,ANS_CPL_75,safe_pos,safe,0.0,0.0,0.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CPL_2,ANS_CPL_77,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CPL_2,ANS_CPL_78,safe_pos,safe,0.0,0.0,0.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CPL_2,ANS_CPL_99,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CPL_4,ANS_CPL_217,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CPL_6,ANS_CPL_302,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CPL_6,ANS_CPL_311,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CPL_6,ANS_CPL_315,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.62961,0.0,0.0,0.133333,0.133333,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CPL_6,ANS_CPL_332,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
DM_1,ANS_DM_15,safe_pos,safe,8.0,8.0,8.0,8.0,0.8,0.0,0.0,POS,0.619933,0.1875,0.0,0.1875,0.1875,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
DM_1,ANS_DM_44,safe_pos,safe,6.0,6.0,6.0,8.0,0.8,0.0,0.0,POS,0.60699,0.3125,0.0,0.3125,0.3125,0.0,0.0,0.75,0.75,0.75,0.0604,False,False,0.0,0.0,0.1406,0.1875,0.75,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
DM_1,ANS_DM_53,safe_pos,safe,6.0,6.0,6.0,8.0,0.8,0.0,0.0,POS,0.60699,0.3125,0.0,0.3125,0.3125,0.0,0.0,0.75,0.75,0.75,0.0604,False,False,0.0,0.0,0.1406,0.1875,0.75,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
DM_1,ANS_DM_66,safe_pos,safe,7.0,7.0,7.0,8.0,0.8,0.0,0.0,POS,0.610469,0.25,0.0,0.291667,0.291667,0.0,0.0,0.875,0.875,0.875,0.0,False,False,0.0,0.0,0.1094,0.1094,0.875,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
DM_1,ANS_DM_72,safe_pos,safe,7.0,7.0,7.0,8.0,0.8,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.875,0.875,0.0,False,False,0.0,0.0,0.1094,0.1094,0.875,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
DM_1,ANS_DM_82,safe_pos,safe,7.0,7.0,7.0,8.0,0.8,0.0,0.0,POS,0.632708,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.875,0.875,0.875,0.0,False,False,0.0,0.0,0.1094,0.1094,0.875,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
DM_1,ANS_DM_88,safe_pos,safe,4.0,4.0,4.0,8.0,0.8,0.0,0.0,POS,0.632708,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.5,0.5,0.5,0.0849,True,False,0.0,0.0,0.0,0.25,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
DM_2,ANS_DM_108,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
DM_2,ANS_DM_127,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
DM_2,ANS_DM_149,safe_pos,safe,0.0,0.0,0.0,10.0,1.0,0.0,0.0,POS,0.541895,0.9,0.0,0.933333,0.933333,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
DM_2,ANS_DM_150,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
DM_2,ANS_DM_165,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
DM_3,ANS_DM_186,safe_pos,safe,0.0,0.0,0.0,10.0,1.0,0.0,0.0,POS,0.624863,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
DM_3,ANS_DM_245,safe_pos,safe,0.0,0.0,0.0,10.0,1.0,0.0,0.0,POS,0.533563,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
DM_3,ANS_DM_248,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
ISC_2,ANS_ISC_538,safe_pos,safe,4.0,4.0,4.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0588,False,False,0.0,0.0,0.0,0.0,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_4,ANS_ISC_641,safe_pos,safe,0.0,0.0,0.0,5.0,0.5,0.0,0.0,POS,0.533563,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_5,ANS_ISC_08,safe_pos,safe,6.0,6.0,6.0,6.0,0.6,0.0,0.0,POS,0.613482,0.25,0.0,0.25,0.25,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
ISC_6,ANS_ISC_90,safe_pos,safe,6.0,6.0,6.0,6.0,0.6,0.0,0.0,POS,0.603216,0.0,0.0,0.5,0.083333,0.5,0.0,1.0,1.0,1.0,0.0,False,False,0.5,0.5,0.5,0.0,1.0,0.5,True,not_bnd,route_not_boundary,auto_accepted,False
ISC_9,ANS_ISC_318,safe_pos,safe,10.0,10.0,10.0,10.0,1.0,0.0,0.0,POS,0.603216,0.0,0.0,0.5,0.0,0.5,0.0,1.0,1.0,1.0,0.0,False,False,0.5,0.5,0.5,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
ISC_9,ANS_ISC_328,safe_pos,safe,0.0,0.0,0.0,10.0,1.0,0.0,0.0,POS,0.533563,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ML_2,ANS_ML_104,safe_pos,safe,4.0,4.0,4.0,4.0,0.5,0.0,0.0,POS,0.595281,0.25,0.0,0.5,0.25,0.5,0.0,1.0,1.0,1.0,0.0,False,False,0.5,0.5,0.5,0.0,1.0,0.5,True,not_bnd,route_not_boundary,auto_accepted,False
ML_2,ANS_ML_57,safe_pos,safe,4.0,4.0,4.0,4.0,0.5,0.0,0.0,POS,0.595281,0.25,0.0,0.5,0.25,0.5,0.0,1.0,1.0,1.0,0.0,False,False,0.5,0.5,0.5,0.0,1.0,0.5,True,not_bnd,route_not_boundary,auto_accepted,False
ML_2,ANS_ML_61,safe_pos,safe,4.0,4.0,4.0,4.0,0.5,0.0,0.0,POS,0.595281,0.25,0.0,0.5,0.25,0.5,0.0,1.0,1.0,1.0,0.0,False,False,0.5,0.5,0.5,0.0,1.0,0.5,True,not_bnd,route_not_boundary,auto_accepted,False
ML_4,ANS_ML_169,safe_pos,safe,0.0,0.0,0.0,6.0,0.6,0.0,0.0,POS,0.533563,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
POC_3,ANS_POC_255,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
POC_3,ANS_POC_271,safe_pos,safe,5.0,5.0,5.0,5.0,0.5,0.0,0.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_13,ANS_CO_1604,unsafe_pos,undercredit,14.0,1.2,1.2,20.0,2.0,12.8,12.8,POS,0.566482,0.375,0.125,0.5,0.5,0.0,0.0,0.0,0.0,0.25,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_5,ANS_CO_313,unsafe_pos,undercredit,8.0,0.0,0.0,15.0,1.5,8.0,8.0,POS,0.600767,0.333333,0.0,0.388889,0.388889,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_5,ANS_CO_373,unsafe_pos,undercredit,8.0,0.0,0.0,15.0,1.5,8.0,8.0,POS,0.604818,0.333333,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_7,ANS_CO_459,unsafe_pos,undercredit,8.0,0.0,0.0,10.0,1.0,8.0,8.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ML_4,ANS_ML_181,unsafe_pos,undercredit,6.0,0.0,0.0,6.0,0.6,6.0,6.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_13,ANS_CO_1633,unsafe_pos,undercredit,9.0,3.2,3.2,20.0,2.0,5.8,5.8,POS,0.549768,0.0,0.375,0.216667,0.216667,0.0,0.0,0.4667,0.0,0.6,0.1955,True,False,0.0,0.0,0.0,0.1867,0.2333,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_10,ANS_CO_1101,unsafe_pos,undercredit,12.0,6.5,6.5,15.0,1.5,5.5,5.5,POS,0.549278,0.233333,0.333333,0.233333,0.233333,0.0667,0.0,0.5,0.5,0.8889,0.2179,True,False,0.0667,0.0667,0.0289,0.0556,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_6,ANS_CO_420,unsafe_pos,undercredit,16.0,10.5,10.5,20.0,2.0,5.5,5.5,POS,0.554788,0.0,0.375,0.15,0.15,0.0,0.0,0.5714,0.5714,0.6875,0.1502,True,False,0.0,0.0,0.0,0.1786,0.5714,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_5,ANS_CO_356,unsafe_pos,undercredit,15.0,9.6,9.6,15.0,1.5,5.4,5.4,POS,0.545133,0.0,0.416667,0.166667,0.166667,0.0,0.0,1.0,1.0,0.6667,0.1647,False,False,0.0,0.0,0.0,0.3333,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
CO_12,ANS_CO_1405,unsafe_pos,undercredit,17.0,12.0,12.0,25.0,2.5,5.0,5.0,POS,0.539936,0.0,0.4,0.28,0.28,0.0,0.0,1.0,0.5,0.8,0.3239,True,True,0.0,0.0,0.0,0.2,0.75,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CPL_4,ANS_CPL_214,unsafe_pos,undercredit,5.0,0.0,0.0,10.0,1.0,5.0,5.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_6,ANS_ISC_112,unsafe_pos,undercredit,6.0,1.5,1.5,6.0,0.6,4.5,4.5,POS,0.587296,0.5,0.0,0.5,0.5,0.0,0.0,0.25,0.25,0.25,0.0441,False,False,0.0,0.0,0.0,0.1875,0.25,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_6,ANS_ISC_99,unsafe_pos,undercredit,6.0,1.5,1.5,6.0,0.6,4.5,4.5,POS,0.587296,0.5,0.0,0.5,0.5,0.0,0.0,0.25,0.25,0.25,0.0441,False,False,0.0,0.0,0.0,0.1875,0.25,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_11,ANS_CO_1300,unsafe_pos,undercredit,5.0,1.0,1.0,15.0,1.5,4.0,4.0,POS,0.565978,0.7,0.0,0.7,0.7,0.0,0.0,0.1818,0.1818,0.0833,0.0135,False,False,0.0,0.0,0.0,0.1667,0.1053,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_10,ANS_CO_1082,unsafe_pos,undercredit,15.0,12.0,12.0,15.0,1.5,3.0,3.0,POS,0.613843,0.2,0.0,0.2667,0.2,0.2667,0.0,1.0,1.0,1.0,0.0588,False,False,0.2667,0.2667,0.2133,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_2,ANS_CO_566,unsafe_pos,undercredit,5.0,2.0,2.0,20.0,2.0,3.0,3.0,POS,0.544413,0.9,0.0,0.9,0.9,0.0,0.0,0.1,0.1,0.1,0.0088,False,False,0.0,0.0,0.0,0.09,0.1,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
DM_3,ANS_DM_274,unsafe_pos,overcredit,7.0,10.0,10.0,10.0,1.0,3.0,3.0,POS,0.610482,0.0,0.0,0.4,0.0,0.4,0.0,1.0,1.0,1.0,0.0,False,False,0.4,0.4,0.4,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
ISC_6,ANS_ISC_104,unsafe_pos,undercredit,6.0,3.0,3.0,6.0,0.6,3.0,3.0,POS,0.574943,0.5,0.0,0.666667,0.666667,0.0,0.0,0.5,0.5,0.5,0.1029,True,True,0.0,0.0,0.0,0.25,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_10,ANS_CO_1116,unsafe_pos,undercredit,12.0,9.3,9.3,15.0,1.5,2.7,2.7,POS,0.602307,0.0,0.166667,0.0667,0.022222,0.0667,0.0,0.5,0.5,0.5556,0.0752,False,False,0.0667,0.0667,0.0413,0.2222,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ML_1,ANS_ML_45,unsafe_pos,undercredit,4.0,1.5,1.5,4.0,0.5,2.5,2.5,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5588,True,False,0.0,0.0,0.0,0.0,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CO_13,ANS_CO_1612,unsafe_pos,overcredit,15.0,17.3,17.3,20.0,2.0,2.3,2.3,POS,0.59086,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,False,False,0.0,0.0,0.0,0.0,1.0,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
ISC_3,ANS_ISC_598,unsafe_pos,undercredit,4.0,1.7,1.7,5.0,0.5,2.3,2.3,POS,0.623275,0.0,0.0,0.222222,0.222222,0.0,0.0,0.3333,0.3333,0.3333,0.0511,False,False,0.0,0.0,0.0,0.2222,0.3333,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
DM_2,ANS_DM_170,unsafe_pos,undercredit,2.0,0.0,0.0,10.0,1.0,2.0,2.0,POS,0.540634,0.9,0.0,0.95,0.95,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ISC_9,ANS_ISC_369,unsafe_pos,undercredit,2.0,0.0,0.0,10.0,1.0,2.0,2.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ML_1,ANS_ML_55,unsafe_pos,undercredit,2.0,0.0,0.0,4.0,0.5,2.0,2.0,POS,0.615298,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ML_2,ANS_ML_109,unsafe_pos,undercredit,2.0,0.0,0.0,4.0,0.5,2.0,2.0,POS,0.560607,0.75,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ML_4,ANS_ML_204,unsafe_pos,undercredit,5.0,3.0,3.0,6.0,0.6,2.0,2.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4118,True,False,0.0,0.0,0.0,0.0,0.5,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
POC_3,ANS_POC_250,unsafe_pos,undercredit,2.0,0.0,0.0,5.0,0.5,2.0,2.0,POS,0.639027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
CPL_7,ANS_CPL_372,unsafe_pos,undercredit,15.0,13.2,13.2,15.0,1.5,1.8,1.8,POS,0.607162,0.0,0.166667,0.0,0.0,0.0,0.0,1.0,0.6667,1.0,0.0,False,False,0.0,0.0,0.0,0.0,0.8333,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
ISC_6,ANS_ISC_116,unsafe_pos,undercredit,6.0,4.5,4.5,6.0,0.6,1.5,1.5,POS,0.613482,0.25,0.0,0.25,0.25,0.0,0.0,0.75,0.75,0.75,0.0662,False,False,0.0,0.0,0.1406,0.1875,0.75,0.0,True,not_bnd,route_not_boundary,auto_accepted,False
ISC_6,ANS_ISC_83,unsafe_pos,undercredit,6.0,4.5,4.5,6.0,0.6,1.5,1.5,POS,0.607447,0.25,0.0,0.333333,0.333333,0.25,0.0,0.75,0.75,0.75,0.0662,False,False,0.25,0.25,0.1875,0.1875,0.75,0.25,True,not_bnd,route_not_boundary,auto_accepted,False
CPL_8,ANS_CPL_445,unsafe_pos,overcredit,0.0,1.3,1.3,10.0,1.0,1.3,1.3,POS,0.538363,0.0,0.5,0.033333,0.033333,0.0,0.0,0.0,0.0,0.1,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,not_bnd,route_not_boundary,auto_accepted,False
ML_2,ANS_ML_105,unsafe_pos,undercredit,4.0,2.7,2.7,4.0,0.5,1.3,1.3,POS,0.586482,0.5,0.004125,0.5,0.5,0.5,0.0,1.0,0.5,1.0,0.2059,False,False,0.5,0.5,0.3375,0.0,0.75,0.5,False,not_bnd,route_not_boundary,auto_accepted,False
