question,student_id,teacher,single_first_score,model_avg_score,selected_baseline_score,final_calibrated_score,single_diff,avg_diff,selected_diff,final_diff,single_abs_error,avg_abs_error,selected_abs_error,final_abs_error,avg_gain_vs_single,selected_gain_vs_avg,final_gain_vs_selected,final_gain_vs_avg,final_gain_vs_single,route,baseline_serious_error,risk_captured_by_route,safe_pos,task_type,complex_derivation_task,upper_consensus_eligible,baseline_policy,baseline_score_source,std_dev,blank_rate,U_E,U_S,U_R,primary_risk,primary_mu,boundary_action,score_calibration_applied,score_calibration_correction,score_calibration_reason,score_calibration_lookup
CO_2,ANS_CO_573,18.0,16.0,15.7,15.7,16.14,-2.0,-2.3,-2.3,-1.86,2.0,2.3,2.3,1.86,-0.3,0.0,0.44,0.44,0.14,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,small_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_578,15.0,18.0,17.3,17.3,18.74,3.0,2.3,2.3,3.74,3.0,2.3,2.3,3.74,0.7,0.0,-1.44,-1.44,-0.74,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.25,0.5,0.25,0.333333,0.666667,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_580,20.0,12.0,11.5,11.5,14.34,-8.0,-8.5,-8.5,-5.66,8.0,8.5,8.5,5.66,-0.5,0.0,2.84,2.84,2.34,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4082,0.0,0.05,0.25,0.05,0.116667,0.883333,auto_small_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_579,18.0,16.0,14.7,14.7,16.14,-2.0,-3.3,-3.3,-1.86,2.0,3.3,3.3,1.86,-1.3,0.0,1.44,1.44,0.14,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_583,20.0,16.0,15.3,15.3,16.74,-4.0,-4.7,-4.7,-3.26,4.0,4.7,4.7,3.26,-0.7,0.0,1.44,1.44,0.74,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_582,20.0,15.0,14.7,14.7,17.54,-5.0,-5.3,-5.3,-2.46,5.0,5.3,5.3,2.46,-0.3,0.0,2.84,2.84,2.54,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,small_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_584,20.0,11.4,11.3,11.3,14.14,-8.6,-8.7,-8.7,-5.86,8.6,8.7,8.7,5.86,-0.1,0.0,2.84,2.84,2.74,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.1886,0.0,0.2,0.1,0.2,0.166667,0.833333,auto_small_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_585,20.0,10.0,9.7,9.7,11.14,-10.0,-10.3,-10.3,-8.86,10.0,10.3,10.3,8.86,-0.3,0.0,1.44,1.44,1.14,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.25,0.25,0.25,0.25,0.75,reject_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_586,20.0,14.0,13.7,13.7,15.14,-6.0,-6.3,-6.3,-4.86,6.0,6.3,6.3,4.86,-0.3,0.0,1.44,1.44,1.14,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_589,15.0,7.0,7.0,7.0,7.0,-8.0,-8.0,-8.0,-8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.5,0.5,0.0,0.5,0.333333,0.666667,keep_minor_change,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_590,18.0,18.0,18.0,18.0,19.44,0.0,0.0,0.0,1.44,0.0,0.0,0.0,1.44,0.0,0.0,-1.44,-1.44,-1.44,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.25,0.0,0.25,0.166667,0.833333,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_592,18.0,14.0,13.5,13.5,14.94,-4.0,-4.5,-4.5,-3.06,4.0,4.5,4.5,3.06,-0.5,0.0,1.44,1.44,0.94,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4082,0.0,0.25,0.25,0.25,0.25,0.75,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_594,20.0,17.0,16.7,16.7,18.14,-3.0,-3.3,-3.3,-1.86,3.0,3.3,3.3,1.86,-0.3,0.0,1.44,1.44,1.14,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,reject_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_596,18.0,8.0,8.7,8.7,8.7,-10.0,-9.3,-9.3,-9.3,10.0,9.3,9.3,9.3,0.7,0.0,0.0,0.0,0.7,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,reject_raise,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_598,15.0,8.0,8.8,8.8,11.64,-7.0,-6.2,-6.2,-3.36,7.0,6.2,6.2,3.36,0.8,0.0,2.84,2.84,3.64,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.6236,0.0,0.0,0.375,0.0,0.125,0.875,auto_small_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_599,20.0,13.0,12.3,12.3,13.74,-7.0,-7.7,-7.7,-6.26,7.0,7.7,7.7,6.26,-0.7,0.0,1.44,1.44,0.74,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_601,12.0,2.0,2.0,2.0,2.0,-10.0,-10.0,-10.0,-10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.5,0.0,0.5,0.333333,0.666667,reject_raise,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_602,20.0,16.0,17.3,17.3,18.74,-4.0,-2.7,-2.7,-1.26,4.0,2.7,2.7,1.26,1.3,0.0,1.44,1.44,2.74,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.0,0.5,0.0,0.166667,0.833333,reject_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_595,20.0,16.0,14.0,14.0,15.44,-4.0,-6.0,-6.0,-4.56,4.0,6.0,6.0,4.56,-2.0,0.0,1.44,1.44,-0.56,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.633,0.0,0.0,1.0,0.0,0.333333,0.666667,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_603,20.0,14.5,15.2,15.2,15.64,-5.5,-4.8,-4.8,-4.36,5.5,4.8,4.8,4.36,0.7,0.0,0.44,0.44,1.14,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.6236,0.0,0.0,0.375,0.0,0.125,0.875,auto_small_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_605,18.0,9.0,9.7,9.7,11.14,-9.0,-8.3,-8.3,-6.86,9.0,8.3,8.3,6.86,0.7,0.0,1.44,1.44,2.14,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.9428,0.0,0.05,0.5,0.05,0.2,0.8,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_609,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.05,0.0,0.05,0.033333,0.966667,,False,0.0,validation_route_score_band_correction,question:CO_2
CO_2,ANS_CO_610,15.0,14.0,13.5,13.5,14.94,-1.0,-1.5,-1.5,-0.06,1.0,1.5,1.5,0.06,-0.5,0.0,1.44,1.44,0.94,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4082,0.0,0.25,0.25,0.25,0.25,0.75,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_607,20.0,16.0,17.0,17.0,18.44,-4.0,-3.0,-3.0,-1.56,4.0,3.0,3.0,1.56,1.0,0.0,1.44,1.44,2.44,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.4142,0.0,0.0,0.75,0.0,0.25,0.75,reject_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,1.0,1.0,0.0,1.0,0.666667,0.333333,keep_minor_change,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_614,18.0,17.0,16.0,16.0,15.44,-1.0,-2.0,-2.0,-2.56,1.0,2.0,2.0,2.56,-1.0,0.0,-0.56,-0.56,-1.56,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.4142,0.0,0.25,0.75,0.25,0.416667,0.583333,large_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_615,18.0,7.0,7.7,7.7,7.7,-11.0,-10.3,-10.3,-10.3,11.0,10.3,10.3,10.3,0.7,0.0,0.0,0.0,0.7,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,reject_raise,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_617,15.0,12.0,12.0,12.0,14.84,-3.0,-3.0,-3.0,-0.16,3.0,3.0,3.0,0.16,0.0,0.0,2.84,2.84,2.84,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.45,0.0,0.45,0.3,0.7,auto_small_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_619,15.0,3.0,3.0,3.0,3.0,-12.0,-12.0,-12.0,-12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.5,0.5,0.0,0.5,0.333333,0.666667,keep_minor_change,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_612,15.0,15.0,17.0,17.0,18.44,0.0,2.0,2.0,3.44,0.0,2.0,2.0,3.44,-2.0,0.0,-1.44,-1.44,-3.44,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.633,0.0,0.25,1.0,0.25,0.5,0.5,reject_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_623,15.0,13.0,15.2,15.2,14.14,-2.0,0.2,0.2,-0.86,2.0,0.2,0.2,0.86,1.8,0.0,-0.66,-0.66,1.14,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,2.095,0.0,0.25,1.0,0.25,0.5,0.5,large_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_621,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,validation_route_score_band_correction,question:CO_2
CO_2,ANS_CO_626,15.0,12.0,13.0,13.0,13.44,-3.0,-2.0,-2.0,-1.56,3.0,2.0,2.0,1.56,1.0,0.0,0.44,0.44,1.44,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8165,0.0,0.25,0.5,0.25,0.333333,0.666667,small_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_628,12.0,16.0,16.3,16.3,16.74,4.0,4.3,4.3,4.74,4.0,4.3,4.3,4.74,-0.3,0.0,-0.44,-0.44,-0.74,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.25,0.25,0.25,0.25,0.75,small_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_627,18.0,5.0,5.3,5.3,5.3,-13.0,-12.7,-12.7,-12.7,13.0,12.7,12.7,12.7,0.3,0.0,0.0,0.0,0.3,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.5,0.5,0.25,0.5,0.416667,0.583333,reject_raise,False,1.4429,raise_blocked_by_core_overcredit_evidence,question_route:CO_2|BND
CO_2,ANS_CO_630,18.0,14.0,14.0,14.0,15.44,-4.0,-4.0,-4.0,-2.56,4.0,4.0,4.0,2.56,0.0,0.0,1.44,1.44,1.44,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_629,18.0,13.0,13.7,13.7,15.14,-5.0,-4.3,-4.3,-2.86,5.0,4.3,4.3,2.86,0.7,0.0,1.44,1.44,2.14,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_633,18.0,13.0,12.7,12.7,14.14,-5.0,-5.3,-5.3,-3.86,5.0,5.3,5.3,3.86,-0.3,0.0,1.44,1.44,1.14,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,keep_minor_change,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_634,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,validation_route_score_band_correction,question:CO_2
CO_2,ANS_CO_631,20.0,16.0,16.0,16.0,15.44,-4.0,-4.0,-4.0,-4.56,4.0,4.0,4.0,4.56,0.0,0.0,-0.56,-0.56,-0.56,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.633,0.0,0.0,1.0,0.0,0.333333,0.666667,auto_small_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_635,15.0,18.0,18.7,18.7,19.93,3.0,3.7,3.7,4.93,3.0,3.7,3.7,4.93,-0.7,0.0,-1.23,-1.23,-1.93,POS,True,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.0,0.25,0.0,0.083333,0.916667,,True,1.2333,validation_route_score_band_correction,question:CO_2
CO_2,ANS_CO_636,15.0,15.0,15.3,15.3,14.74,0.0,0.3,0.3,-0.26,0.0,0.3,0.3,0.26,-0.3,0.0,0.04,0.04,-0.26,BND,False,False,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,1.2472,0.0,0.25,0.75,0.25,0.416667,0.583333,large_lower,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_637,20.0,20.0,19.5,19.5,20.0,0.0,-0.5,-0.5,0.0,0.0,0.5,0.5,0.0,-0.5,0.0,0.5,0.5,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.7071,0.0,0.0,0.375,0.0,0.125,0.875,,True,0.5,validation_route_score_band_correction,question:CO_2
CO_2,ANS_CO_638,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,POS,False,False,True,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,False,0.0,validation_route_score_band_correction,question:CO_2
CO_2,ANS_CO_641,20.0,11.4,12.3,12.3,15.14,-8.6,-7.7,-7.7,-4.86,8.6,7.7,7.7,4.86,0.9,0.0,2.84,2.84,3.74,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.8957,0.0,0.0,0.525,0.0,0.175,0.825,auto_small_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
CO_2,ANS_CO_642,15.0,12.0,11.7,11.7,14.54,-3.0,-3.3,-3.3,-0.46,3.0,3.3,3.3,0.46,-0.3,0.0,2.84,2.84,2.54,BND,True,True,False,algorithmic_or_mapping,True,False,model_avg,model_avg_score,0.4714,0.0,0.25,0.25,0.25,0.25,0.75,small_raise,True,1.4429,validation_route_score_band_correction,question_route:CO_2|BND
